,USER_ID,recency,frequency,monetory_value,r_quartile,f_quartile,m_quartile,RFMScore
21591,15373060608046000,8,3,241.42,1,2,2,122
21595,15373076520065600,8,4,336.0,1,1,1,111
21599,15373079178556500,8,3,196.0,1,2,2,122
21607,15373092578703600,2,4,244.0,1,1,2,112
21610,15373105430478400,7,4,436.0,1,1,1,111
21611,15373106024982300,4,4,874.0,1,1,1,111
21615,15373121177036800,8,6,613.0,1,1,1,111
21617,15373122618654500,8,10,709.0,1,1,1,111
21618,15373126544961700,8,3,387.0,1,2,1,121
21621,15373133263288100,8,5,845.0,1,1,1,111
21628,15373147848374400,8,8,1010.0,1,1,1,111
21629,15373147963604400,7,3,200.0,1,2,2,122
21634,15373168219513200,0,7,824.28,1,1,1,111
21645,15373192856165100,7,4,446.0,1,1,1,111
21648,15373199819194500,7,6,693.0,1,1,1,111
21651,15373207586712800,8,9,741.0,1,1,1,111
21659,15373220208507300,2,3,490.55,1,2,1,121
21663,15373224746274100,6,4,376.89,1,1,1,111
21670,15373233051387300,7,3,492.0,1,2,1,121
21673,15373246007614600,5,3,189.07,1,2,2,122
21675,15373252218153500,7,4,556.0,1,1,1,111
21676,15373258183061200,7,4,286.0,1,1,2,112
21681,15373269160515100,7,3,427.0,1,2,1,121
21684,15373278702672700,7,4,456.4,1,1,1,111
21699,15373349188977300,3,9,625.4300000000002,1,1,1,111
21701,15373359920707200,7,4,576.0,1,1,1,111
21706,15373425394429000,7,3,187.0,1,2,2,122
21714,15373580010891800,7,3,562.0699999999998,1,2,1,121
21735,15373642276478200,7,3,261.0,1,2,2,122
21741,15373648998208700,2,12,1259.36,1,1,1,111
21743,15373649839728700,7,8,849.0,1,1,1,111
21749,15373659914747400,7,3,442.0,1,2,1,121
21751,15373664323825200,7,3,676.7,1,2,1,121
21756,15373672758677100,7,7,609.0,1,1,1,111
21758,15373680833304100,7,6,514.0,1,1,1,111
21759,15373682139861800,5,8,776.0,1,1,1,111
21762,15373690484079100,7,6,568.4,1,1,1,111
21772,15373734278635800,1,4,552.0,1,1,1,111
21784,15373747982358700,7,3,332.0,1,2,1,121
21801,15373788115335100,7,7,592.0,1,1,1,111
21806,15373793475914500,7,5,711.55,1,1,1,111
21813,15373817742329300,7,3,480.26,1,2,1,121
21815,15373823949408900,2,3,330.0,1,2,1,121
21825,15373846451839600,7,3,186.0,1,2,2,122
21826,15373847452727400,5,5,537.65,1,1,1,111
21828,15373851214381900,6,8,972.0,1,1,1,111
21842,15373886633798600,7,3,273.52,1,2,2,122
21845,15373889645946300,3,6,446.94,1,1,1,111
21853,15373909176077000,7,3,529.59,1,2,1,121
21855,15373910652965200,7,5,956.5,1,1,1,111
21859,15373918039373900,7,3,407.0,1,2,1,121
21860,15373919027958100,7,3,265.18,1,2,2,122
21866,15373949364297400,5,3,258.0,1,2,2,122
21885,15374015813228500,6,7,1237.6,1,1,1,111
21892,15374036363898100,6,4,224.0,1,1,2,112
21893,15374036509775200,4,3,367.0,1,2,1,121
21902,15374055273878100,3,4,273.0,1,1,2,112
21904,15374056659127600,5,4,344.0,1,1,1,111
21936,15374133302964900,3,5,584.0,1,1,1,111
21938,15374135924231000,6,3,302.0,1,2,2,122
21940,15374137263733500,5,3,224.33,1,2,2,122
21948,15374160996276400,5,3,367.0,1,2,1,121
21949,15374161570626000,5,3,230.0,1,2,2,122
21953,15374180733381700,6,3,410.55,1,2,1,121
21956,15374188468849400,6,4,595.32,1,1,1,111
21966,15374240470825300,6,4,704.56,1,1,1,111
21971,15374324873988800,6,4,625.36,1,1,1,111
21975,15374421784011800,6,3,256.0,1,2,2,122
21979,15374455717876500,2,9,497.0,1,1,1,111
21980,15374458409951700,2,7,380.0,1,1,1,111
21981,15374462178598800,6,5,642.0,1,1,1,111
21988,15374472284111200,5,3,290.22,1,2,2,122
21994,15374476660989800,3,4,182.0,1,1,2,112
21996,15374477550201000,6,3,357.0,1,2,1,121
21997,15374478147775000,1,5,217.0,1,1,2,112
22002,15374487097583400,3,4,224.04,1,1,2,112
22010,15374494729272800,5,8,1167.84,1,1,1,111
22017,15374501858353600,5,3,318.42,1,2,2,122
22019,15374502852941400,4,5,533.66,1,1,1,111
22022,15374506188715700,5,6,562.0,1,1,1,111
22031,15374512346459800,5,6,591.26,1,1,1,111
22033,15374514778467800,1,21,1983.0,1,1,1,111
22035,15374516784756000,6,7,1399.4899999999998,1,1,1,111
22039,15374522944971300,6,3,336.0,1,2,1,121
22045,15374538578172400,6,5,645.8499999999998,1,1,1,111
22050,15374548121838300,6,3,437.0,1,2,1,121
22056,15374563276189700,2,3,321.0,1,2,2,122
22062,15374572668441300,4,3,373.0,1,2,1,121
22068,15374587697196900,4,3,368.0,1,2,1,121
22070,15374592984401600,6,6,974.0,1,1,1,111
22071,15374593647679400,2,4,384.0,1,1,1,111
22078,15374611140064900,6,4,505.44000000000005,1,1,1,111
22085,15374628995585900,4,3,219.0,1,2,2,122
22087,15374630289624200,4,3,337.0,1,2,1,121
22091,15374641224725700,4,9,498.0,1,1,1,111
22093,15374646124648400,6,3,352.0,1,2,1,121
22099,15374653783881600,5,4,286.82,1,1,2,112
22101,15374655468522900,6,3,379.41,1,2,1,121
22102,15374656012932300,6,10,1129.0,1,1,1,111
22115,15374676187017600,5,3,417.0,1,2,1,121
22116,15374677902868500,4,14,2496.640000000001,1,1,1,111
22120,15374693384197400,3,3,347.0,1,2,1,121
22121,15374693775434100,6,3,594.95,1,2,1,121
22122,15374695707008800,2,6,459.0,1,1,1,111
22123,15374701739868000,6,8,1032.0,1,1,1,111
22133,15374727241126200,6,7,646.0,1,1,1,111
22137,15374731495864100,6,4,596.96,1,1,1,111
22139,15374736844897700,4,3,196.0,1,2,2,122
22142,15374747812666200,6,3,435.82,1,2,1,121
22151,15374764739859700,4,8,543.0,1,1,1,111
22156,15374772276712800,4,4,302.0,1,1,2,112
22161,15374779227542000,6,4,580.2,1,1,1,111
22164,15374780929526600,6,4,444.0,1,1,1,111
22166,15374786466092400,6,3,314.0,1,2,2,122
22181,15374828771972000,3,3,214.01,1,2,2,122
22188,15374846365891400,5,4,366.0,1,1,1,111
22190,15374851483931600,6,5,799.45,1,1,1,111
22195,15374868840353600,5,3,236.0,1,2,2,122
22196,15374871481138600,6,3,348.13,1,2,1,121
22207,15374881231588200,5,3,327.86,1,2,1,121
22211,15374888764766200,5,3,305.2800000000001,1,2,2,122
22214,15374893956844400,5,6,354.0,1,1,1,111
22216,15374894820534100,5,3,267.93,1,2,2,122
22220,15374903388607100,5,6,730.0,1,1,1,111
22229,15374910455439700,5,3,297.0,1,2,2,122
22232,15374915185789500,5,3,280.0,1,2,2,122
22237,15374920086547800,2,7,320.01,1,1,2,112
22241,15374921761394300,5,3,226.61,1,2,2,122
22249,15374924342078400,5,3,216.15,1,2,2,122
22260,15374936909301900,5,3,247.0,1,2,2,122
22261,15374936934176500,5,3,386.0,1,2,1,121
22264,15374938165179800,5,4,499.44000000000005,1,1,1,111
22266,15374939017492600,5,9,1288.13,1,1,1,111
22269,15374939608684100,5,4,378.28,1,1,1,111
22274,15374943079887500,5,5,611.0,1,1,1,111
22293,15374966093595300,5,4,330.0,1,1,1,111
22298,15374975582881200,5,4,606.0,1,1,1,111
22300,15374977118483800,5,5,515.0,1,1,1,111
22301,15374978722358300,5,3,189.0,1,2,2,122
22304,15374984554049200,5,12,1540.0,1,1,1,111
22306,15374986062728900,5,4,182.0,1,1,2,112
22312,15374991141005800,2,3,223.0,1,2,2,122
22315,15374995265378700,5,3,255.0,1,2,2,122
22320,15375000363986600,4,5,257.0,1,1,2,112
22321,15375000654244600,5,3,401.0,1,2,1,121
22323,15375001989519100,4,6,364.0,1,1,1,111
22324,15375003248104500,1,3,261.58,1,2,2,122
22329,15375014707092800,5,5,696.0,1,1,1,111
22332,15375017151775800,4,5,347.0,1,1,1,111
22334,15375020336905900,5,3,250.0,1,2,2,122
22341,15375028142787300,5,10,1350.0,1,1,1,111
22342,15375029258943200,5,4,362.0,1,1,1,111
22345,15375033605655700,5,8,1318.0,1,1,1,111
22347,15375034722387100,5,4,421.44000000000005,1,1,1,111
22352,15375037457923800,5,4,442.08,1,1,1,111
22355,15375043704067700,5,17,1935.24,1,1,1,111
22356,15375048151724300,4,13,1769.27,1,1,1,111
22363,15375054159963700,5,8,1630.36,1,1,1,111
22371,15375072448274500,5,4,644.0,1,1,1,111
22377,15375084375086800,5,3,559.11,1,2,1,121
22379,15375087436352500,5,5,380.0,1,1,1,111
22381,15375093028243800,5,3,242.79,1,2,2,122
22382,15375098651948800,5,7,575.0,1,1,1,111
22385,15375113295237900,5,3,363.72,1,2,1,121
22386,15375116786076300,5,4,488.0,1,1,1,111
22387,15375121995929500,5,4,320.0,1,1,2,112
22397,15375173843036500,5,4,250.0,1,1,2,112
22398,15375187396161300,5,7,753.0,1,1,1,111
22404,15375213311744900,5,3,308.11,1,2,2,122
22409,15375230802445600,1,14,705.0,1,1,1,111
22411,15375245880548600,5,3,194.86,1,2,2,122
22417,15375271388523300,5,3,207.0,1,2,2,122
22419,15375274871628000,5,4,348.0,1,1,1,111
22421,15375287528091800,5,3,426.04,1,2,1,121
22424,15375306997054800,2,6,216.00999999999996,1,1,2,112
22426,15375310290722100,5,4,470.84,1,1,1,111
22428,15375323963796500,5,5,324.05,1,1,2,112
22429,15375324070752100,1,4,186.0,1,1,2,112
22434,15375327845106400,5,4,196.0,1,1,2,112
22436,15375331089278100,5,3,225.0,1,2,2,122
22440,15375338196937800,5,3,190.16,1,2,2,122
22443,15375343007865100,5,4,368.0,1,1,1,111
22465,15375365892652000,5,4,463.4,1,1,1,111
22467,15375368975609500,5,14,846.0,1,1,1,111
22478,15375380260151600,4,5,234.0,1,1,2,112
22479,15375382311921500,4,14,796.0,1,1,1,111
22480,15375384950794200,5,4,411.48,1,1,1,111
22484,15375390661521200,5,3,258.0,1,2,2,122
22495,15375412384466100,5,3,221.0,1,2,2,122
22497,15375418559913000,4,6,458.54,1,1,1,111
22498,15375422373058900,4,4,303.38,1,1,2,112
22502,15375423103098900,1,3,364.41,1,2,1,121
22504,15375426363737500,3,10,1008.82,1,1,1,111
22510,15375436547862000,5,4,636.0,1,1,1,111
22513,15375440197215300,5,3,233.0,1,2,2,122
22516,15375442786841500,5,4,423.04,1,1,1,111
22518,15375443198837100,5,5,218.55,1,1,2,112
22520,15375443757912500,5,5,544.0,1,1,1,111
22521,15375443894524200,5,4,293.32,1,1,2,112
22530,15375456036293300,5,4,460.16,1,1,1,111
22531,15375456980079300,4,6,547.08,1,1,1,111
22534,15375459733616500,2,6,249.0,1,1,2,112
22539,15375464304406900,5,4,306.0,1,1,2,112
22544,15375469449775500,5,3,185.58,1,2,2,122
22545,15375469465069000,5,7,382.23,1,1,1,111
22550,15375473257548800,5,5,539.85,1,1,1,111
22555,15375481273593500,5,4,184.0,1,1,2,112
22561,15375485363301500,5,4,233.0,1,1,2,112
22566,15375489393946500,3,8,568.0,1,1,1,111
22569,15375491136901300,5,3,184.2,1,2,2,122
22573,15375497478142900,4,8,824.0,1,1,1,111
22577,15375504921027100,5,4,194.0,1,1,2,112
22579,15375507194206200,3,6,420.0,1,1,1,111
22593,15375520970389100,5,3,297.51,1,2,2,122
22597,15375523977974800,4,5,329.0,1,1,1,111
22600,15375528525454200,5,3,352.0499999999999,1,2,1,121
22601,15375529111678600,5,3,181.6,1,2,2,122
22602,15375530550718400,4,5,398.0,1,1,1,111
22604,15375533915155700,5,3,609.36,1,2,1,121
22608,15375536753288000,5,5,338.6,1,1,1,111
22611,15375539859704700,5,11,519.0,1,1,1,111
22617,15375548429558400,5,3,257.04999999999995,1,2,2,122
22621,15375550857697200,5,3,189.99,1,2,2,122
22623,15375552519627500,2,4,318.0,1,1,2,112
22627,15375555373352300,4,4,348.0,1,1,1,111
22635,15375565026233600,4,3,266.0,1,2,2,122
22636,15375565563431600,5,3,542.29,1,2,1,121
22647,15375576863722000,5,3,357.0,1,2,1,121
22648,15375577188963100,5,10,903.0,1,1,1,111
22649,15375577702799000,5,11,1101.21,1,1,1,111
22662,15375597381581800,5,4,273.08,1,1,2,112
22664,15375601548455500,5,4,366.0,1,1,1,111
22669,15375606817348000,4,4,316.0,1,1,2,112
22677,15375614068032200,5,3,315.0,1,2,2,122
22682,15375617443313100,5,6,593.0,1,1,1,111
22683,15375617770797400,4,4,356.0,1,1,1,111
22687,15375621531589800,5,5,811.55,1,1,1,111
22689,15375623410978200,5,5,305.0,1,1,2,112
22690,15375626338883500,4,3,317.0,1,2,2,122
22695,15375637674005300,5,5,326.0,1,1,2,112
22699,15375650011862900,5,3,326.39,1,2,2,122
22705,15375665586963700,5,3,199.0,1,2,2,122
22707,15375668104464100,2,4,395.0,1,1,1,111
22712,15375674524879600,5,4,207.0,1,1,2,112
22713,15375674580427900,5,16,2109.0,1,1,1,111
22714,15375675206196100,2,4,312.0,1,1,2,112
22716,15375676474683500,2,5,465.0,1,1,1,111
22722,15375681011654200,5,3,201.0,1,2,2,122
22723,15375681715289800,5,5,962.45,1,1,1,111
22733,15375697274626100,5,3,189.15,1,2,2,122
22738,15375707054379200,5,4,207.52,1,1,2,112
22743,15375716498515800,4,5,324.66,1,1,2,112
22747,15375721323037400,4,3,400.18,1,2,1,121
22748,15375723038007000,3,3,200.56,1,2,2,122
22751,15375732291251800,4,4,560.0,1,1,1,111
22757,15375739487392000,4,5,415.2000000000001,1,1,1,111
22761,15375746378299800,4,5,354.0,1,1,1,111
22765,15375750688823700,3,3,190.0,1,2,2,122
22767,15375753698995700,4,5,484.0,1,1,1,111
22770,15375761054039400,4,5,445.0,1,1,1,111
22771,15375762922058300,4,3,270.0,1,2,2,122
22777,15375780037529400,4,3,237.0,1,2,2,122
22785,15375790392196600,4,3,243.0,1,2,2,122
22789,15375794594299500,4,4,312.0,1,1,2,112
22791,15375796075403700,4,9,1331.96,1,1,1,111
22796,15375800682158700,4,3,238.22,1,2,2,122
22798,15375803197432900,4,3,210.0,1,2,2,122
22800,15375806076102900,4,10,1609.5,1,1,1,111
22803,15375812142586400,4,3,233.0,1,2,2,122
22804,15375813272636200,4,3,337.0,1,2,1,121
22805,15375813506141800,4,4,423.8,1,1,1,111
22807,15375816399191300,4,8,416.0,1,1,1,111
22808,15375816480279600,2,9,608.0,1,1,1,111
22814,15375825276258600,4,3,242.85,1,2,2,122
22818,15375829093677700,2,6,410.0,1,1,1,111
22823,15375833443572800,4,5,400.0,1,1,1,111
22824,15375834975564800,4,3,354.0,1,2,1,121
22827,15375836973006900,4,3,245.37,1,2,2,122
22833,15375846106048100,4,5,251.0,1,1,2,112
22837,15375849863437000,4,4,466.0,1,1,1,111
22838,15375850621882100,3,3,301.76,1,2,2,122
22839,15375854077069400,4,3,361.0,1,2,1,121
22840,15375854796218400,4,4,463.96,1,1,1,111
22861,15375891637912000,4,16,1979.76,1,1,1,111
22862,15375892063753100,4,4,188.0,1,1,2,112
22872,15375909394551600,3,3,208.41,1,2,2,122
22873,15375909547367000,3,4,354.0,1,1,1,111
22881,15375919804396200,4,3,193.51,1,2,2,122
22885,15375930685364100,4,5,219.8,1,1,2,112
22886,15375934209157300,4,8,490.0,1,1,1,111
22892,15375947951001900,4,3,495.53,1,2,1,121
22902,15375976136598400,3,8,912.0,1,1,1,111
22913,15376034169696300,0,3,228.42,1,2,2,122
22929,15376175965017800,4,3,346.39,1,2,1,121
22931,15376183546973000,4,3,203.0,1,2,2,122
22932,15376183600807600,4,7,667.2299999999998,1,1,1,111
22934,15376187000954200,4,4,274.0,1,1,2,112
22935,15376188696559400,4,4,226.0,1,1,2,112
22941,15376212379683400,4,4,275.2,1,1,2,112
22947,15376220815259200,4,5,384.0,1,1,1,111
22950,15376223485662200,4,5,505.0,1,1,1,111
22954,15376226356536500,4,3,219.0,1,2,2,122
22957,15376234456797300,4,3,240.0,1,2,2,122
22960,15376238700936600,3,3,180.0,1,2,2,122
22961,15376242656027100,4,6,758.6600000000002,1,1,1,111
22965,15376245138132000,4,5,739.1500000000002,1,1,1,111
22967,15376247813398500,3,5,377.0,1,1,1,111
22972,15376256491453200,4,3,187.0,1,2,2,122
22976,15376261863514700,4,5,275.0,1,1,2,112
22979,15376264639875000,3,4,199.24,1,1,2,112
22980,15376264799729000,2,4,381.88,1,1,1,111
22983,15376271864719200,4,4,216.0,1,1,2,112
22988,15376273650294200,4,3,207.0,1,2,2,122
22992,15376275522844900,4,3,216.0,1,2,2,122
22994,15376275939822000,4,3,357.0,1,2,1,121
23001,15376284888717000,1,4,183.0,1,1,2,112
23002,15376286107073700,4,5,340.0,1,1,1,111
23005,15376290197948600,4,5,250.0,1,1,2,112
23007,15376291392561300,4,4,315.2,1,1,2,112
23009,15376292328973100,4,7,938.0,1,1,1,111
23011,15376294071345300,4,3,204.0,1,2,2,122
23013,15376297663619800,3,4,252.0,1,1,2,112
23017,15376300417457200,4,4,298.32,1,1,2,112
23018,15376301348587400,4,5,678.5999999999998,1,1,1,111
23022,15376301915652800,3,3,188.0,1,2,2,122
23023,15376302393107400,4,3,309.0,1,2,2,122
23031,15376313603529500,4,5,319.9000000000001,1,1,2,112
23034,15376316518737100,4,6,338.0,1,1,1,111
23038,15376322051972500,3,4,184.96,1,1,2,112
23039,15376322812774900,1,6,622.0,1,1,1,111
23040,15376323507113000,4,3,298.22,1,2,2,122
23041,15376324071247500,2,8,1208.0,1,1,1,111
23042,15376324106827200,4,5,674.95,1,1,1,111
23045,15376326956285200,4,5,287.0,1,1,2,112
23046,15376327499591000,4,3,226.11,1,2,2,122
23061,15376350117669700,4,4,289.62,1,1,2,112
23062,15376350360454100,1,5,325.0,1,1,2,112
23065,15376358472879300,4,3,231.0,1,2,2,122
23070,15376361191688400,4,4,235.0,1,1,2,112
23076,15376367402617800,4,4,245.0,1,1,2,112
23078,15376368650367800,4,4,264.0,1,1,2,112
23083,15376380688241200,4,3,257.0,1,2,2,122
23085,15376383341035000,4,4,256.0,1,1,2,112
23091,15376390992932500,4,14,677.0,1,1,1,111
23099,15376400542313400,2,5,565.0,1,1,1,111
23101,15376401932818700,4,3,298.52,1,2,2,122
23103,15376404458382100,4,5,243.90000000000003,1,1,2,112
23104,15376408612845300,4,10,790.0,1,1,1,111
23105,15376408794555000,4,5,232.0,1,1,2,112
23113,15376416282802100,4,8,1272.84,1,1,1,111
23114,15376416303738100,4,4,275.0,1,1,2,112
23117,15376418231869300,4,4,296.0,1,1,2,112
23126,15376438733303700,4,3,387.0,1,2,1,121
23134,15376446809783800,2,4,294.56,1,1,2,112
23135,15376448347829700,4,3,317.0,1,2,2,122
23136,15376449455756800,4,3,198.0,1,2,2,122
23138,15376451485662400,4,6,489.34,1,1,1,111
23143,15376459910526000,4,5,320.0,1,1,2,112
23146,15376465811875300,4,26,1545.24,1,1,1,111
23152,15376474292666000,4,3,397.0,1,2,1,121
23159,15376482577237900,4,3,351.54,1,2,1,121
23163,15376487396531100,4,3,303.0300000000001,1,2,2,122
23170,15376497574506700,4,3,275.22,1,2,2,122
23174,15376506100192700,4,10,1348.0,1,1,1,111
23175,15376511581076000,4,3,185.47,1,2,2,122
23178,15376514947984300,4,6,1187.66,1,1,1,111
23181,15376520857506000,4,3,210.43,1,2,2,122
23196,15376542828044100,2,4,529.64,1,1,1,111
23204,15376550596387500,4,3,304.0,1,2,2,122
23205,15376553705871300,4,5,590.0,1,1,1,111
23207,15376557776736700,3,4,668.72,1,1,1,111
23208,15376557799346200,3,5,810.0,1,1,1,111
23212,15376564336634700,3,23,2754.0,1,1,1,111
23218,15376569827869400,4,9,626.0,1,1,1,111
23219,15376572171303400,3,3,298.19,1,2,2,122
23221,15376573983266600,2,8,1368.11,1,1,1,111
23222,15376574616473800,4,3,417.0,1,2,1,121
23231,15376591972199400,4,6,568.0,1,1,1,111
23242,15376612438444100,3,3,287.0,1,2,2,122
23244,15376619149889400,3,10,715.0,1,1,1,111
23245,15376619794258300,3,8,723.0,1,1,1,111
23246,15376620691208000,3,6,486.78,1,1,1,111
23250,15376627342692500,3,17,2379.080000000001,1,1,1,111
23251,15376628768613200,3,4,330.24,1,1,1,111
23261,15376643507597400,3,3,418.76,1,2,1,121
23262,15376643972554900,3,3,404.57,1,2,1,121
23268,15376649398469900,2,3,221.12,1,2,2,122
23269,15376649620474500,3,4,256.0,1,1,2,112
23271,15376656613295600,1,3,519.0699999999998,1,2,1,121
23274,15376658067219600,1,3,220.66,1,2,2,122
23277,15376660708179300,3,5,484.0,1,1,1,111
23284,15376667799187900,3,3,502.69,1,2,1,121
23289,15376677511783000,3,4,385.0,1,1,1,111
23292,15376679643079100,3,5,300.2,1,1,2,112
23299,15376690723824200,3,4,801.04,1,1,1,111
23305,15376700616345800,3,4,345.36,1,1,1,111
23307,15376704724651700,2,3,412.0,1,2,1,121
23313,15376717212043000,3,4,256.92,1,1,2,112
23317,15376724439067200,3,4,206.08,1,1,2,112
23318,15376726229661300,3,7,1142.22,1,1,1,111
23320,15376727615284400,3,5,336.0,1,1,1,111
23335,15376775180415500,3,6,633.0,1,1,1,111
23336,15376777241914700,3,4,268.08,1,1,2,112
23339,15376780426801000,3,3,197.0,1,2,2,122
23348,15376802094275400,3,3,189.0,1,2,2,122
23352,15376821304489100,3,4,371.24,1,1,1,111
23357,15376836377537100,3,3,234.82,1,2,2,122
23358,15376836603867200,3,5,274.0,1,1,2,112
23362,15376881910694100,3,3,281.0,1,2,2,122
23366,15376909091218800,1,8,533.9399999999998,1,1,1,111
23374,15376979509849100,3,4,296.0,1,1,2,112
23375,15376980316344400,2,8,1778.6,1,1,1,111
23376,15377001709006900,3,8,768.32,1,1,1,111
23377,15377018338846500,3,3,378.0,1,2,1,121
23382,15377045084066800,3,6,774.0,1,1,1,111
23386,15377056962594000,3,4,196.0,1,1,2,112
23387,15377057914843000,2,7,552.0,1,1,1,111
23388,15377063422582500,3,3,246.0,1,2,2,122
23390,15377069342397600,3,4,251.0,1,1,2,112
23391,15377073704115300,3,8,1481.12,1,1,1,111
23396,15377087017906600,3,3,277.0,1,2,2,122
23401,15377101095436200,3,3,246.0,1,2,2,122
23408,15377114634243300,3,6,501.88,1,1,1,111
23409,15377115319769400,2,4,395.0,1,1,1,111
23416,15377121041383400,3,3,257.0,1,2,2,122
23418,15377122934244400,3,5,554.25,1,1,1,111
23419,15377123729068300,3,3,229.6,1,2,2,122
23420,15377123909236300,3,9,618.0,1,1,1,111
23431,15377129760993100,3,3,188.0,1,2,2,122
23433,15377134739441400,2,3,213.0,1,2,2,122
23442,15377145314717600,3,4,360.2,1,1,1,111
23448,15377149295203500,3,4,186.0,1,1,2,112
23454,15377154144757000,3,3,203.97,1,2,2,122
23455,15377154689438400,3,3,251.72000000000003,1,2,2,122
23459,15377159723279600,3,3,237.62,1,2,2,122
23464,15377162989993500,3,5,466.1,1,1,1,111
23469,15377164447854200,3,3,185.0,1,2,2,122
23471,15377169700022200,3,4,260.28,1,1,2,112
23472,15377173751042900,3,4,238.0,1,1,2,112
23473,15377175199066200,3,3,249.39,1,2,2,122
23474,15377175341203200,3,6,635.0,1,1,1,111
23476,15377176777869800,3,4,234.0,1,1,2,112
23482,15377183329763800,3,4,250.0,1,1,2,112
23483,15377184716662400,3,4,239.88,1,1,2,112
23489,15377190476038600,0,4,416.8,1,1,1,111
23492,15377192722616600,3,4,389.84,1,1,1,111
23494,15377195571041100,3,8,966.68,1,1,1,111
23495,15377196463463800,3,4,288.0,1,1,2,112
23502,15377199192344800,3,13,765.4499999999998,1,1,1,111
23504,15377199405169100,2,7,1178.8,1,1,1,111
23507,15377201393626800,3,4,198.2,1,1,2,112
23513,15377207514167700,3,13,661.0,1,1,1,111
23524,15377217819476200,2,3,262.0,1,2,2,122
23534,15377223576355200,2,3,256.58000000000004,1,2,2,122
23546,15377239798387800,3,3,185.49,1,2,2,122
23547,15377239879442100,3,3,241.93,1,2,2,122
23551,15377245456065900,3,3,233.35,1,2,2,122
23562,15377256449382000,3,3,467.0,1,2,1,121
23569,15377263441369600,3,5,323.0,1,1,2,112
23577,15377274598382300,3,3,223.0,1,2,2,122
23585,15377280571352200,3,13,1285.27,1,1,1,111
23591,15377292492661200,3,3,220.13,1,2,2,122
23596,15377295967398000,3,6,858.28,1,1,1,111
23599,15377300300068600,3,3,192.65,1,2,2,122
23603,15377307776481400,3,3,340.32,1,2,1,121
23604,15377308326372200,3,4,216.0,1,1,2,112
23610,15377322740887000,2,6,357.0,1,1,1,111
23620,15377330401718700,3,4,241.2,1,1,2,112
23623,15377334707643600,3,3,258.36,1,2,2,122
23626,15377336803841500,2,4,209.0,1,1,2,112
23627,15377336982107300,3,3,314.7800000000001,1,2,2,122
23628,15377337001052800,3,3,272.56,1,2,2,122
23629,15377338161886300,3,3,218.61,1,2,2,122
23638,15377350173888100,3,4,204.36,1,1,2,112
23640,15377353088399600,3,5,363.0,1,1,1,111
23642,15377357149657400,3,3,241.0,1,2,2,122
23643,15377358093049400,3,3,228.3,1,2,2,122
23645,15377358514787300,3,5,292.0,1,1,2,112
23646,15377361307583100,3,6,288.0,1,1,2,112
23647,15377363713935500,3,3,258.5,1,2,2,122
23651,15377375528481800,3,5,505.0,1,1,1,111
23652,15377377404983800,3,3,265.0,1,2,2,122
23656,15377380784494900,2,6,213.0,1,1,2,112
23657,15377380994602500,3,30,5397.4,1,1,1,111
23667,15377393394128300,3,3,238.39,1,2,2,122
23670,15377396942107500,3,4,195.68,1,1,2,112
23671,15377398529857000,2,4,466.24,1,1,1,111
23672,15377399688121800,3,4,386.0,1,1,1,111
23676,15377406400817000,3,3,481.61,1,2,1,121
23679,15377411797164000,3,3,184.53,1,2,2,122
23681,15377413879429700,3,7,436.0,1,1,1,111
23683,15377416563737600,1,9,645.0,1,1,1,111
23686,15377417996915000,3,4,304.0,1,1,2,112
23687,15377419104302100,3,3,197.12,1,2,2,122
23688,15377419902277600,2,3,317.0,1,2,2,122
23690,15377421529894700,2,4,443.0,1,1,1,111
23691,15377421546152400,3,5,236.65,1,1,2,112
23696,15377430873373000,3,3,281.0,1,2,2,122
23697,15377431097092600,2,9,718.0,1,1,1,111
23698,15377431952661600,3,3,305.82,1,2,2,122
23703,15377439282362000,3,5,1053.25,1,1,1,111
23711,15377458637497600,3,3,207.0,1,2,2,122
23713,15377459041498800,2,5,672.95,1,1,1,111
23716,15377460351211000,3,9,971.0,1,1,1,111
23717,15377461237937700,2,3,289.2000000000001,1,2,2,122
23723,15377470656054300,2,8,284.12,1,1,2,112
23732,15377479865176100,2,5,474.75,1,1,1,111
23733,15377482433246700,2,9,688.0,1,1,1,111
23736,15377483758416700,2,3,311.17,1,2,2,122
23740,15377486440879100,2,4,203.0,1,1,2,112
23746,15377495010872500,2,6,490.45999999999987,1,1,1,111
23755,15377506820991600,2,3,184.09,1,2,2,122
23756,15377509286132600,2,3,217.0,1,2,2,122
23757,15377509836558100,2,3,207.0,1,2,2,122
23760,15377512031467000,2,12,1761.9599999999996,1,1,1,111
23773,15377523290023400,2,4,406.0,1,1,1,111
23776,15377528436923600,2,4,736.0,1,1,1,111
23780,15377532149341900,2,7,767.0,1,1,1,111
23785,15377536852082300,2,3,266.0,1,2,2,122
23790,15377542689333800,2,11,924.0,1,1,1,111
23796,15377546002732600,2,3,349.44,1,2,1,121
23799,15377547019036400,2,6,471.36,1,1,1,111
23801,15377548526484000,2,5,270.7,1,1,2,112
23805,15377550879171400,2,3,537.51,1,2,1,121
23813,15377558708688500,2,4,261.08,1,1,2,112
