,USER_ID,recency,frequency,monetory_value,r_quartile,f_quartile,m_quartile,RFMScore
19839,15365816754607500,16,3,321.0,2,2,2,222
19845,15365832148124400,16,3,347.0,2,2,1,221
19846,15365836681682600,14,3,246.0,2,2,2,222
19852,15365854884948000,8,4,368.0,1,1,1,111
19861,15365876729963500,16,3,218.0,2,2,2,222
19863,15365879405846300,15,4,345.0,2,1,1,211
19864,15365880176922500,16,12,1081.0,2,1,1,211
19866,15365884826016700,16,5,677.0,2,1,1,211
19869,15365896610756500,14,8,1173.32,2,1,1,211
19875,15365911498584500,16,4,288.0,2,1,2,212
19876,15365912204817700,0,3,298.29,1,2,2,122
19880,15365923091993200,1,3,482.22,1,2,1,121
19884,15365931736363800,13,5,814.5,2,1,1,211
